date,cases_total,cases_new,cases_new_7davg,cases_new_per100k_7davg,cases_doublingtime,deaths_total,deaths_new,deaths_new_7davg,deaths_new_per100k_7davg,deaths_doublingtime,cfr,cases_epi_total,cases_epi_total_percent,cases_epi_new,cases_epi_new_percent_7davg,cases_active,cases_active_change,cases_active_duration,recovered_total,recovered_new,inactive_recovered_total,inactive_recovered_new,quarantined,days_ago
2020-03-13,1,1,,,,,,,,,,,,,,,,,,,,,,584
2020-03-14,1,0,,,,,,,,,,,,,,,,,,,,,,583
2020-03-15,1,0,,,,,,,,,,,,,,,,,,,,,,582
2020-03-16,1,0,,,,,,,,,,,,,,,,,,,,,,581
2020-03-17,1,0,,,,,,,,,,,,,,,,,,,,,,580
2020-03-18,3,2,,,,,,,,,,,,,,,,,,,,,,579
2020-03-19,5,2,0.7,0.2,,,,,,,,,,,,,,,,,,,,578
2020-03-20,8,3,1.0,0.3,2.3,,,,,,,,,,,,,,,,,,,577
2020-03-21,8,0,1.0,0.3,2.3,,,,,,,,,,,,,,,,,,,576
2020-03-22,8,0,1.0,0.3,2.3,,,,,,,,,,,,,,,,,,,575
2020-03-23,8,0,1.0,0.3,2.3,,,,,,,,,,,,,,,,,,,574
2020-03-24,15,7,2.0,0.5,1.8,,,,,,,,,,,,,,,,,,,573
2020-03-25,26,11,3.3,0.9,2.2,1,1,,,,,,,,,,,,,,,,,572
2020-03-26,30,4,3.6,1.0,2.7,1,0,,,,11.11%,,,,,21,,3,8,,,,132,571
2020-03-27,32,2,3.4,0.9,3.5,1,0,,,,6.25%,,,,,16,-5,3,15,7,,,177,570
2020-03-28,34,2,3.7,1.0,3.4,1,0,,,,,,,,,,,,,,,,,569
2020-03-29,37,3,4.1,1.1,3.2,1,0,,,,,,,,,,,,,,,,,568
2020-03-30,39,2,4.4,1.2,3.1,2,1,,,,8.33%,,,,,15,,6,22,7,,,209,567
2020-03-31,50,11,5.0,1.4,4.0,3,1,0.43,0.12,,10.34%,,,,,21,6,6,26,4,,,223,566
2020-04-01,51,1,3.6,1.0,7.2,3,0,0.29,0.08,4.4,9.38%,,,,,19,-2,5,29,3,,,231,565
2020-04-02,63,12,4.7,1.3,6.5,5,2,0.57,0.16,3.0,,,,,,,,,,,,,,564
2020-04-03,68,5,5.1,1.4,6.4,8,3,1.00,0.27,2.3,18.18%,,,,,24,,4,36,7,,,254,563
2020-04-04,71,3,5.3,1.4,6.6,8,0,1.00,0.27,2.3,,,,,,,,,,,,,,562
2020-04-05,79,8,6.0,1.6,6.4,9,1,1.14,0.31,2.2,,,,,,,,,,,,,,561
2020-04-06,85,6,6.6,1.8,6.2,9,0,1.00,0.27,3.2,19.15%,,,,,38,,7,38,2,,,297,560
2020-04-07,94,9,6.3,1.7,7.7,9,0,0.86,0.23,4.4,15.52%,29,30.85%,29,,36,-2,6,49,11,,,293,559
2020-04-08,97,3,6.6,1.8,7.5,9,0,0.86,0.23,4.4,15.00%,31,31.96%,2,,37,1,7,51,2,,,300,558
2020-04-09,98,1,5.0,1.4,11.0,10,1,0.71,0.19,7.0,14.29%,31,31.63%,0,,28,-9,6,60,9,,,302,557
2020-04-10,101,3,4.7,1.3,12.3,10,0,0.29,0.08,21.7,,,,,,,,,,,,,,556
2020-04-11,102,1,4.4,1.2,13.4,10,0,0.29,0.08,21.7,,,,,,,,,,,,,,555
2020-04-12,105,3,3.7,1.0,17.1,10,0,0.14,0.04,46.1,,,,,,,,,,,,,,554
2020-04-13,107,2,3.1,0.9,21.1,11,1,0.29,0.08,24.2,14.67%,32,29.91%,1,,32,,9,64,4,,,302,553
2020-04-14,109,2,2.1,0.6,32.8,12,1,0.43,0.12,16.9,14.29%,32,29.36%,0,20.00%,25,-7,9,72,8,,,315,552
2020-04-15,110,1,1.9,0.5,38.6,12,0,0.43,0.12,16.9,14.29%,32,29.09%,0,7.69%,26,1,10,72,0,,,315,551
2020-04-16,112,2,2.0,0.5,36.3,12,0,0.29,0.08,26.6,13.64%,32,28.57%,0,7.14%,24,-2,10,76,4,,,316,550
2020-04-17,115,3,2.0,0.5,37.4,12,0,0.29,0.08,26.6,13.48%,32,27.83%,0,7.14%,26,2,11,77,1,,,320,549
2020-04-18,116,1,2.0,0.5,37.7,13,1,0.43,0.12,18.5,,,,,,,,,,,,,,548
2020-04-19,118,2,1.9,0.5,41.6,13,0,0.43,0.12,18.5,,,,,,,,,,,,,,547
2020-04-20,121,3,2.0,0.5,39.5,13,0,0.29,0.08,29.0,12.75%,40,33.06%,8,57.14%,19,,9,89,12,,,333,546
2020-04-21,124,3,2.1,0.6,37.6,13,0,0.14,0.04,60.6,11.82%,42,33.87%,2,66.67%,14,-5,6,97,8,,,335,545
2020-04-22,128,4,2.6,0.7,32.0,13,0,0.14,0.04,60.6,11.61%,46,35.94%,4,77.78%,16,2,6,99,2,,,335,544
2020-04-23,134,6,3.1,0.9,27.1,13,0,0.14,0.04,60.6,11.30%,50,37.31%,4,81.82%,19,3,6,102,3,,,335,543
2020-04-24,141,7,3.7,1.0,23.8,13,0,0.14,0.04,60.6,11.11%,56,39.72%,6,92.31%,24,5,6,104,2,,,345,542
2020-04-25,141,0,3.6,1.0,24.9,13,0,0.00,0.00,,,,,,,,,,,,,,,541
2020-04-26,142,1,3.4,0.9,26.2,13,0,0.00,0.00,,,,,,,,,,,,,,,540
2020-04-27,149,7,4.0,1.1,23.3,13,0,0.00,0.00,,10.16%,60,40.27%,4,71.43%,21,,5,115,11,,,354,539
2020-04-28,152,3,4.0,1.1,23.8,13,0,0.00,0.00,,9.85%,62,40.79%,2,71.43%,20,-1,6,119,4,,,358,538
2020-04-29,154,2,3.7,1.0,26.2,13,0,0.00,0.00,,9.70%,64,41.56%,2,69.23%,20,0,6,121,2,,,358,537
2020-04-30,158,4,3.4,0.9,29.4,13,0,0.00,0.00,,9.49%,64,40.51%,0,58.33%,21,1,7,124,3,,,358,536
2020-05-01,163,5,3.1,0.9,33.5,13,0,0.00,0.00,,9.35%,66,40.49%,2,45.45%,24,3,8,126,2,,,377,535
2020-05-02,175,12,4.9,1.3,22.5,13,0,0.00,0.00,,,,,,,,,,,,,,,534
2020-05-03,181,6,5.6,1.5,20.0,13,0,0.00,0.00,,,,,,,,,,,,,,,533
2020-05-04,182,1,4.7,1.3,24.3,13,0,0.00,0.00,,8.61%,80,43.96%,14,60.61%,31,,7,138,12,,,384,532
2020-05-05,192,10,5.7,1.6,20.8,13,0,0.00,0.00,,8.33%,81,42.19%,1,47.50%,36,5,6,143,5,,,384,531
2020-05-06,213,21,8.4,2.3,15.0,13,0,0.00,0.00,,8.23%,96,45.07%,15,54.24%,55,19,6,145,2,,,384,530
2020-05-07,234,21,10.9,3.0,12.4,13,0,0.00,0.00,,7.51%,116,49.57%,20,68.42%,61,6,6,160,15,,,417,529
2020-05-08,240,6,11.0,3.0,12.5,13,0,0.00,0.00,,7.34%,118,49.17%,2,67.53%,63,2,6,164,4,,,417,528
2020-05-09,241,1,9.4,2.6,15.2,13,0,0.00,0.00,,,,,,,,,,,,,,,527
2020-05-10,255,14,10.6,2.9,14.2,13,0,0.00,0.00,,,,,,,,,,,,,,,526
2020-05-11,256,1,10.6,2.9,14.2,13,0,0.00,0.00,,6.84%,129,50.39%,11,66.22%,66,,7,177,13,,,420,525
2020-05-12,269,13,11.0,3.0,14.4,13,0,0.00,0.00,,6.67%,132,49.07%,3,66.23%,74,8,7,182,5,,,435,524
2020-05-13,310,41,13.9,3.8,12.9,13,0,0.00,0.00,,6.63%,134,43.23%,2,39.18%,114,40,8,183,1,,,439,523
2020-05-14,326,16,13.1,3.6,14.6,13,0,0.00,0.00,,6.25%,169,51.84%,35,57.61%,118,4,9,195,12,,,448,522
2020-05-15,342,16,14.6,4.0,13.7,13,0,0.00,0.00,,5.70%,193,56.43%,24,73.53%,114,-4,9,215,20,,,448,521
2020-05-16,354,12,16.1,4.4,12.6,13,0,0.00,0.00,,,,,,,,,,,,,,,520
2020-05-17,368,14,16.1,4.4,13.2,13,0,0.00,0.00,,,,,,,,,,,,,,,519
2020-05-18,376,8,17.1,4.7,12.6,13,0,0.00,0.00,,5.06%,206,54.79%,13,64.17%,119,,7,244,29,,,486,518
2020-05-19,404,28,19.3,5.2,11.9,13,0,0.00,0.00,,4.69%,220,54.46%,14,65.19%,127,8,7,264,20,,,489,517
2020-05-20,447,43,19.6,5.3,13.3,13,0,0.00,0.00,,4.51%,232,51.90%,12,71.53%,159,32,8,275,11,,,497,516
2020-05-21,487,40,23.0,6.3,12.1,13,0,0.00,0.00,,4.25%,257,52.77%,25,54.66%,181,22,9,293,18,,,503,515
2020-05-22,531,44,27.0,7.3,11.0,13,0,0.00,0.00,,4.00%,290,54.61%,33,51.32%,206,25,9,312,19,,,508,514
2020-05-23,566,35,30.3,8.2,10.3,13,0,0.00,0.00,,,,,,,,,,,,,,,513
2020-05-24,640,74,38.9,10.6,8.8,13,0,0.00,0.00,,,,,,,,,,,,,,,512
2020-05-25,694,54,45.4,12.4,7.9,14,1,0.14,0.04,65.5,,,,,,,,,,,,,,511
2020-05-26,717,23,44.7,12.2,8.5,15,1,0.29,0.08,33.9,3.86%,402,56.07%,112,58.15%,328,,8,374,62,,,535,510
2020-05-27,772,55,46.4,12.6,8.9,15,0,0.29,0.08,33.9,3.46%,422,54.66%,20,58.46%,338,10,8,419,45,,,,509
2020-05-28,843,71,50.9,13.8,8.8,15,0,0.29,0.08,33.9,3.39%,434,51.48%,12,49.72%,401,63,9,427,8,,,602,508
2020-05-29,939,96,58.3,15.8,8.5,15,0,0.29,0.08,33.9,3.25%,477,50.80%,43,45.83%,478,77,9,446,19,,,602,507
2020-05-30,999,60,61.9,16.8,8.5,15,0,0.29,0.08,33.9,,,,,,,,,,,,,,506
2020-05-31,"1,083",84,63.3,17.2,9.2,15,0,0.29,0.08,33.9,,,,,,,,,,,,,,505
2020-06-01,"1,132",49,62.6,17.0,9.9,15,0,0.14,0.04,70.3,2.88%,540,47.70%,63,57.08%,611,,11,506,60,,,636,504
2020-06-02,"1,178",46,65.9,17.9,9.8,17,2,0.29,0.08,38.8,3.14%,564,47.88%,24,35.14%,637,26,11,524,18,,,646,503
2020-06-03,"1,219",41,63.9,17.4,10.6,18,1,0.43,0.12,26.6,3.21%,576,47.25%,12,34.45%,659,22,12,542,18,,,652,502
2020-06-04,"1,275",56,61.7,16.8,11.7,19,1,0.57,0.16,20.5,3.26%,608,47.69%,32,40.28%,692,33,12,564,22,,,662,501
2020-06-05,"1,381",106,63.1,17.2,12.6,19,0,0.57,0.16,20.5,3.23%,621,44.97%,13,32.58%,793,101,13,569,5,,,,500
2020-06-06,"1,423",42,60.6,16.5,13.7,19,0,0.57,0.16,20.5,,,,,,,,,,,,,,499
2020-06-07,"1,458",35,53.6,14.6,16.3,19,0,0.57,0.16,20.5,,,,,,,,,,,,,,498
2020-06-08,"1,486",28,50.6,13.7,17.8,19,0,0.57,0.16,20.5,3.18%,632,42.53%,11,25.99%,889,,16,578,9,,,,497
2020-06-09,"1,556",70,54.0,14.7,17.4,19,0,0.29,0.08,43.6,3.03%,679,43.64%,47,30.42%,929,40,17,608,30,,,,496
2020-06-10,"1,645",89,60.9,16.5,16.2,19,0,0.14,0.04,89.7,3.03%,679,41.28%,0,24.18%,"1,018",89,18,608,0,,,,495
2020-06-11,"1,692",47,59.6,16.2,17.1,19,0,0.00,0.00,,3.00%,693,40.96%,14,20.38%,"1,058",40,19,615,7,,,,494
2020-06-12,"1,751",59,52.9,14.4,20.4,19,0,0.00,0.00,,2.14%,744,42.49%,51,33.24%,864,-194,15,868,253,,,,493
2020-06-13,"1,788",37,52.1,14.2,21.3,20,1,0.14,0.04,94.6,,,,,,,,,,,,,,492
2020-06-14,"1,842",54,54.9,14.9,20.8,20,0,0.14,0.04,94.6,,,,,,,,,,,,,,491
2020-06-15,"1,889",47,57.6,15.7,20.2,22,2,0.43,0.12,33.1,2.36%,842,44.57%,98,52.11%,955,,18,912,44,,,,490
2020-06-16,"1,941",52,55.0,15.0,21.9,22,0,0.43,0.12,33.1,2.30%,929,47.86%,87,64.94%,983,28,18,936,24,,,,489
2020-06-17,"1,988",47,49.0,13.3,25.6,24,2,0.71,0.19,20.8,2.49%,934,46.98%,5,74.34%,"1,026",43,19,938,2,,,,488
2020-06-18,"2,065",77,53.3,14.5,24.4,25,1,0.86,0.23,17.7,2.59%,935,45.28%,1,64.88%,"1,101",75,20,939,1,,,,487
2020-06-19,"2,102",37,50.1,13.6,26.6,25,0,0.86,0.23,17.7,,,,,,,,,,,,,,486
2020-06-20,"2,121",19,47.6,12.9,28.4,25,0,0.71,0.19,21.7,,,,,,,,,,,,,,485
2020-06-21,"2,138",17,42.3,11.5,32.6,26,1,0.86,0.23,18.5,,,,,,,,,,,,,,484
2020-06-22,"2,174",36,40.7,11.1,34.5,28,2,0.86,0.23,20.1,2.90%,936,43.05%,1,32.98%,"1,207",,24,939,0,,,,483
2020-06-23,"2,209",35,38.3,10.4,37.5,29,1,1.00,0.27,17.6,2.90%,969,43.87%,33,14.93%,"1,210",3,24,970,31,,,,482
2020-06-24,"2,277",68,41.3,11.2,35.7,29,0,0.71,0.19,25.6,2.88%,975,42.82%,6,14.19%,"1,271",61,25,977,7,,,,481
2020-06-25,"2,322",45,36.7,10.0,41.4,29,0,0.57,0.16,32.7,2.81%,988,42.55%,13,20.62%,"1,289",18,26,"1,004",27,,,,480
2020-06-26,"2,356",34,36.3,9.9,42.5,29,0,0.57,0.16,32.7,2.74%,"1,044",44.31%,56,42.91%,"1,298",9,27,"1,029",25,,,,479
2020-06-27,"2,423",67,43.1,11.7,36.4,29,0,0.57,0.16,32.7,,,,,,,,,,,,,,478
2020-06-28,"2,445",22,43.9,11.9,36.2,29,0,0.43,0.12,44.4,,,,,,,,,,,,,,477
2020-06-29,"2,469",24,42.1,11.5,38.1,29,0,0.14,0.04,138.3,1.85%,"1,050",42.53%,6,38.64%,902,,20,"1,538",509,,,,476
2020-06-30,"2,525",56,45.1,12.3,36.3,30,1,0.14,0.04,143.1,1.92%,"1,050",41.58%,0,25.63%,960,58,21,"1,535",-3,,,,475
2020-07-01,"2,643",118,52.3,14.2,32.6,30,0,0.14,0.04,143.1,1.92%,"1,051",39.77%,1,20.77%,"1,078",118,22,"1,535",0,,,,474
2020-07-02,"2,704",61,54.6,14.8,31.9,30,0,0.14,0.04,143.1,1.92%,"1,051",38.87%,0,16.49%,"1,139",61,23,"1,535",0,,,,473
2020-07-03,"2,782",78,60.9,16.5,29.2,33,3,0.57,0.16,37.6,,,,,,,,,,,,,,472
2020-07-04,"2,818",36,56.4,15.3,32.1,35,2,0.86,0.23,25.8,,,,,,,,,,,,,,471
2020-07-05,"2,871",53,60.9,16.5,30.2,35,0,0.86,0.23,25.8,,,,,,,,,,,,,,470
2020-07-06,"2,909",38,62.9,17.1,29.6,35,0,0.86,0.23,25.8,1.78%,"1,069",36.75%,18,4.32%,941,,20,"1,933",398,,,,469
2020-07-07,"2,982",73,65.3,17.8,29.2,36,1,0.86,0.23,26.6,1.75%,"1,081",36.25%,12,6.78%,927,-14,20,"2,019",86,,,,468
2020-07-08,"3,076",94,61.9,16.8,32.0,36,0,0.86,0.23,26.6,1.69%,"1,136",36.93%,55,19.63%,947,20,18,"2,093",74,,,,467
2020-07-09,"3,180",104,68.0,18.5,29.9,36,0,0.86,0.23,26.6,1.69%,"1,152",36.23%,16,21.22%,"1,048",101,19,"2,096",3,,,,466
2020-07-10,"3,255",75,67.6,18.4,30.9,37,1,0.57,0.16,42.4,1.73%,"1,153",35.42%,1,21.56%,"1,122",74,20,"2,096",0,,,,465
2020-07-11,"3,361",106,77.6,21.1,27.5,38,1,0.43,0.12,59.0,,,,,,,,,,,,,,464
2020-07-12,"3,457",96,83.7,22.8,26.1,38,0,0.43,0.12,59.0,,,,,,,,,,,,,,463
2020-07-13,"3,509",52,85.7,23.3,25.9,38,0,0.43,0.12,59.0,1.73%,"1,163",33.14%,10,15.67%,"1,309",,21,"2,162",66,,,,462
2020-07-14,"3,684",175,100.3,27.3,23.0,38,0,0.29,0.08,89.7,1.67%,"1,165",31.62%,2,11.97%,"1,408",99,21,"2,238",76,,,,461
2020-07-15,"3,798",114,103.1,28.0,23.0,39,1,0.43,0.12,60.6,1.60%,"1,244",32.75%,79,14.96%,"1,360",-48,18,"2,399",161,,,,460
2020-07-16,"3,939",141,108.4,29.5,22.7,39,0,0.43,0.12,60.6,1.58%,"1,388",35.24%,144,31.09%,"1,464",104,17,"2,436",37,,,,459
2020-07-17,"4,043",104,112.6,30.6,22.4,40,1,0.43,0.12,62.2,1.56%,"1,438",35.57%,50,36.17%,"1,481",17,17,"2,522",86,,,,458
2020-07-18,"4,160",117,114.1,31.0,22.7,40,0,0.29,0.08,94.6,,,,,,,,,,,,,,457
2020-07-19,"4,262",102,115.0,31.3,23.2,40,0,0.29,0.08,94.6,,,,,,,,,,,,,,456
2020-07-20,"4,360",98,121.6,33.1,22.3,40,0,0.29,0.08,94.6,1.51%,"1,554",35.64%,116,45.95%,"1,712",,19,"2,608",86,,,,455
2020-07-21,"4,461",101,111.0,30.2,25.4,41,1,0.43,0.12,63.9,1.43%,"1,650",36.99%,96,62.42%,"1,588",-124,16,"2,832",224,,,,454
2020-07-22,"4,539",78,105.9,28.8,27.2,41,0,0.29,0.08,97.0,1.40%,"1,736",38.25%,86,66.40%,"1,611",23,16,"2,887",55,,,,453
2020-07-23,"4,610",71,95.9,26.1,30.8,41,0,0.29,0.08,97.0,1.32%,"1,810",39.26%,74,62.89%,"1,515",-96,15,"3,054",167,,,,452
2020-07-24,"4,721",111,96.9,26.3,31.3,42,1,0.29,0.08,99.4,1.34%,"1,878",39.78%,68,64.90%,"1,586",71,16,"3,093",39,,,,451
2020-07-25,"4,870",149,101.4,27.6,30.8,44,2,0.57,0.16,50.9,,,,,,,,,,,,,,450
2020-07-26,"4,985",115,103.3,28.1,31.0,45,1,0.71,0.19,41.2,,,,,,,,,,,,,,449
2020-07-27,"5,062",77,100.3,27.3,32.5,45,0,0.71,0.19,41.2,1.40%,"2,044",40.38%,166,69.80%,"1,838",,18,"3,179",86,,,,448
2020-07-28,"5,203",141,106.0,28.8,31.5,46,1,0.71,0.19,42.2,1.24%,"2,109",40.53%,65,61.86%,"1,482",-356,14,"3,675",496,,,,447
2020-07-29,"5,292",89,107.6,29.2,31.6,46,0,0.71,0.19,42.2,1.23%,"2,183",41.25%,74,59.36%,"1,537",55,15,"3,709",34,,,,446
2020-07-30,"5,360",68,107.1,29.1,32.2,47,1,0.86,0.23,35.5,1.20%,"2,213",41.29%,30,53.73%,"1,456",-81,15,"3,857",148,,,,445
2020-07-31,"5,435",75,102.0,27.7,34.5,48,1,0.86,0.23,36.3,1.19%,"2,261",41.60%,48,53.64%,"1,411",-45,15,"3,976",119,,,,444
2020-08-01,"5,511",76,91.6,24.9,39.2,48,0,0.57,0.16,55.8,,,,,,,,,,,,,,443
2020-08-02,"5,573",62,84.0,22.8,43.5,48,0,0.43,0.12,75.2,,,,,,,,,,,,,,442
2020-08-03,"5,617",44,79.3,21.6,46.6,48,0,0.43,0.12,75.2,1.15%,"2,377",42.32%,116,60.00%,"1,461",,17,"4,108",132,,,,441
2020-08-04,"5,669",52,66.6,18.1,56.6,48,0,0.29,0.08,114.0,1.14%,"2,419",42.67%,42,66.52%,"1,466",5,17,"4,155",47,,,,440
2020-08-05,"5,749",80,65.3,17.8,58.6,49,1,0.43,0.12,76.8,1.06%,"2,467",42.91%,48,62.14%,"1,131",-335,13,"4,569",414,,,,439
2020-08-06,"5,833",84,67.6,18.4,57.4,50,1,0.43,0.12,78.4,1.08%,"2,520",43.20%,53,64.90%,"1,192",61,14,"4,591",22,,,,438
2020-08-07,"5,927",94,70.3,19.1,56.0,53,3,0.71,0.19,49.0,1.11%,"2,565",43.28%,45,61.79%,"1,173",-19,14,"4,701",110,,,,437
2020-08-08,"6,031",104,74.3,20.2,53.8,54,1,0.86,0.23,41.2,,,,,,,,,,,,,,436
2020-08-09,"6,109",78,76.6,20.8,52.8,54,0,0.86,0.23,41.2,,,,,,,,,,,,,,435
2020-08-10,"6,191",82,82.0,22.3,49.9,55,1,1.00,0.27,35.6,1.15%,"2,686",43.39%,121,53.83%,"1,398",,17,"4,738",37,,,,434
2020-08-11,"6,278",87,87.0,23.7,47.6,56,1,1.14,0.31,31.5,1.16%,"2,748",43.77%,62,54.02%,"1,459",61,18,"4,763",25,,,,433
2020-08-12,"6,380",102,90.1,24.5,46.6,56,0,1.00,0.27,36.3,1.10%,"2,811",44.06%,63,54.52%,"1,311",-148,16,"5,013",250,,,,432
2020-08-13,"6,501",121,95.4,25.9,44.8,59,3,1.29,0.35,29.3,1.14%,"2,891",44.47%,80,55.54%,"1,345",34,17,"5,097",84,,,,431
2020-08-14,"6,610",109,97.6,26.5,44.5,60,1,1.00,0.27,39.1,1.14%,"2,985",45.16%,94,61.49%,"1,330",-15,17,"5,220",123,,,,430
2020-08-15,"6,694",84,94.7,25.8,46.5,60,0,0.86,0.23,46.1,,,,,,,,,,,,,,429
2020-08-16,"6,768",74,94.1,25.6,47.4,61,1,1.00,0.27,39.8,,,,,,,,,,,,,,428
2020-08-17,"6,813",45,88.9,24.2,50.7,62,1,1.00,0.27,40.5,1.17%,"3,063",44.96%,78,60.61%,"1,510",,19,"5,241",21,,,,427
2020-08-18,"6,986",173,101.1,27.5,45.4,63,1,1.00,0.27,41.2,1.17%,"3,211",45.96%,148,65.40%,"1,585",75,19,"5,338",97,,,,426
2020-08-19,"7,085",99,100.7,27.4,46.3,63,0,1.00,0.27,41.2,1.16%,"3,265",46.08%,54,64.40%,"1,675",90,20,"5,347",9,,,,425
2020-08-20,"7,149",64,92.6,25.2,51.1,63,0,0.57,0.16,74.0,1.12%,"3,306",46.24%,41,64.04%,"1,519",-156,17,"5,567",220,,,,424
2020-08-21,"7,232",83,88.9,24.2,54.0,63,0,0.43,0.12,99.4,1.09%,"3,348",46.29%,42,58.36%,"1,431",-88,16,"5,738",171,,,,423
2020-08-22,"7,310",78,88.0,23.9,55.1,63,0,0.43,0.12,99.4,,,,,,,,,,,,,,422
2020-08-23,"7,360",50,84.6,23.0,57.9,63,0,0.29,0.08,150.4,,,,,,,,,,,,,,421
