date,cases_total,cases_new,cases_new_7davg,cases_new_per100k_7davg,cases_doublingtime,deaths_total,deaths_new,deaths_new_7davg,deaths_new_per100k_7davg,deaths_doublingtime,cfr,cases_epi_total,cases_epi_total_percent,cases_epi_new,cases_epi_new_percent_7davg,cases_active,cases_active_change,cases_active_duration,recovered_total,recovered_new,inactive_recovered_total,inactive_recovered_new,quarantined,days_ago
2021-06-01,"45,170",50,18.0,4.9,1737.0,501,2,0.29,0.08,"1,213.0",1.12%,"17,500",38.74%,17,38.89%,286,,13,,,"44,383",,,139
2021-06-02,"45,197",27,18.0,4.9,1738.0,501,0,0.29,0.08,"1,213.0",1.12%,"17,504",38.73%,4,29.37%,290,4,13,,,"44,406",23,,138
2021-06-03,"45,206",9,15.3,4.2,2047.5,502,1,0.43,0.12,809.5,1.12%,"17,511",38.74%,7,32.71%,270,-20,14,,,"44,434",28,,137
2021-06-04,"45,222",16,15.1,4.1,2067.6,503,1,0.57,0.16,607.7,1.12%,"17,516",38.73%,5,31.13%,256,-14,14,,,"44,463",29,,136
2021-06-05,"45,234",12,16.3,4.4,1922.8,503,0,0.57,0.16,607.7,,,,,,,,,,,,,,135
2021-06-06,"45,234",0,16.3,4.4,1922.8,503,0,0.57,0.16,607.7,,,,,,,,,,,,,,134
2021-06-07,"45,249",15,18.4,5.0,1699.5,504,1,0.71,0.19,486.7,1.12%,"17,525",38.73%,9,32.56%,227,,14,,,"44,518",,,133
2021-06-08,"45,256",7,12.3,3.3,2550.9,504,0,0.43,0.12,812.7,1.12%,"17,531",38.74%,6,36.05%,201,-26,14,,,"44,551",33,,132
2021-06-09,"45,267",11,10.0,2.7,3135.2,504,0,0.43,0.12,812.7,1.12%,"17,533",38.73%,2,41.43%,188,-13,14,,,"44,575",24,,131
2021-06-10,"45,272",5,9.4,2.6,3325.8,504,0,0.29,0.08,"1,220.3",1.12%,"17,535",38.73%,2,36.36%,170,-18,14,,,"44,598",23,,130
2021-06-11,"45,287",15,9.3,2.5,3378.1,504,0,0.14,0.04,"2,443.0",1.12%,"17,539",38.73%,4,35.38%,164,-6,11,,,"44,619",21,,129
2021-06-12,"45,292",5,8.3,2.3,3786.5,504,0,0.14,0.04,"2,443.0",,,,,,,,,,,,,,128
2021-06-13,"45,292",0,8.3,2.3,3786.5,504,0,0.14,0.04,"2,443.0",,,,,,,,,,,,,,127
2021-06-14,"45,306",14,8.1,2.2,3854.2,505,1,0.14,0.04,"2,447.8",1.12%,"17,546",38.73%,7,36.84%,139,,14,,,"44,662",,,126
2021-06-15,"45,316",10,8.6,2.3,3662.2,505,0,0.14,0.04,"2,447.8",1.12%,"17,550",38.73%,4,31.67%,140,1,14,,,"44,671",9,,125
2021-06-16,"45,338",22,10.1,2.8,3095.9,505,0,0.14,0.04,"2,447.8",1.12%,"17,559",38.73%,9,36.62%,138,-2,14,,,"44,695",24,,124
2021-06-17,"45,348",10,10.9,3.0,2892.7,506,1,0.29,0.08,"1,225.1",1.12%,"17,571",38.75%,12,47.37%,135,-3,14,,,"44,707",12,,123
2021-06-18,"45,364",16,11.0,3.0,2856.1,506,0,0.29,0.08,"1,225.1",1.12%,"17,577",38.75%,6,49.35%,137,2,14,,,"44,721",14,,122
2021-06-19,"45,371",7,11.3,3.1,2784.2,506,0,0.29,0.08,"1,225.1",,,,,,,,,,,,,,121
2021-06-20,"45,371",0,11.3,3.1,2784.2,506,0,0.29,0.08,"1,225.1",,,,,,,,,,,,,,120
2021-06-21,"45,375",4,9.9,2.7,3188.3,506,0,0.14,0.04,"2,452.7",1.12%,"17,581",38.75%,4,50.72%,125,,14,,,"44,744",,,119
2021-06-22,"45,390",15,10.6,2.9,2973.7,506,0,0.14,0.04,"2,452.7",1.12%,"17,592",38.76%,11,56.76%,134,9,14,,,"44,750",6,,118
2021-06-23,"45,404",14,9.4,2.6,3335.5,507,1,0.29,0.08,"1,227.6",1.12%,"17,602",38.77%,10,65.15%,140,6,15,,,"44,757",7,,117
2021-06-24,"45,413",9,9.3,2.5,3387.5,508,1,0.29,0.08,"1,230.0",1.12%,"17,609",38.78%,7,58.46%,130,-10,14,,,"44,775",18,,116
2021-06-25,"45,428",15,9.1,2.5,3441.6,508,0,0.29,0.08,"1,230.0",1.12%,"17,611",38.77%,2,53.13%,137,7,14,,,"44,783",8,,115
2021-06-26,"45,439",11,9.7,2.6,3239.8,508,0,0.29,0.08,"1,230.0",,,,,,,,,,,,,,114
2021-06-27,"45,439",0,9.7,2.6,3239.8,508,0,0.29,0.08,"1,230.0",,,,,,,,,,,,,,113
2021-06-28,"45,448",9,10.4,2.8,3018.3,508,0,0.29,0.08,"1,230.0",1.12%,"17,619",38.77%,8,52.05%,126,,13,,,"44,814",,,112
2021-06-29,"45,466",18,10.9,3.0,2900.2,508,0,0.29,0.08,"1,230.0",1.12%,"17,627",38.77%,8,46.05%,131,5,14,,,"44,827",13,,111
2021-06-30,"45,482",16,11.1,3.0,2826.8,508,0,0.14,0.04,"2,462.4",1.12%,"17,631",38.76%,4,37.18%,135,4,14,,,"44,839",12,,110
2021-07-01,"45,495",13,11.7,3.2,2689.6,508,0,0.00,0.00,,1.12%,"17,636",38.76%,5,32.93%,130,-5,13,,,"44,857",18,,109
2021-07-02,"45,509",14,11.6,3.1,2723.6,508,0,0.00,0.00,,1.12%,"17,642",38.77%,6,38.27%,138,8,12,,,"44,863",6,,108
2021-07-03,"45,525",16,12.3,3.3,2566.0,508,0,0.00,0.00,,,,,,,,,,,,,,,107
2021-07-04,"45,525",0,12.3,3.3,2566.0,508,0,0.00,0.00,,,,,,,,,,,,,,,106
2021-07-05,"45,525",0,11.0,3.0,2866.3,508,0,0.00,0.00,,,,,,,,,,,,,,,105
2021-07-06,"45,561",36,13.6,3.7,2324.6,509,1,0.14,0.04,"2,467.3",1.12%,"17,656",38.75%,14,30.53%,157,,13,,,"44,895",,,104
2021-07-07,"45,613",52,18.7,5.1,1687.0,509,0,0.14,0.04,"2,467.3",1.12%,"17,682",38.77%,26,38.93%,191,34,13,,,"44,913",18,,103
2021-07-08,"45,645",32,21.4,5.8,1474.0,509,0,0.14,0.04,"2,467.3",1.12%,"17,694",38.76%,12,38.67%,214,23,13,,,"44,922",9,,102
2021-07-09,"45,678",33,24.1,6.6,1309.0,509,0,0.14,0.04,"2,467.3",1.12%,"17,708",38.77%,14,39.05%,241,27,14,,,"44,928",6,,101
2021-07-10,"45,717",39,27.4,7.5,1152.9,509,0,0.14,0.04,"2,467.3",,,,,,,,,,,,,,100
2021-07-11,"45,717",0,27.4,7.5,1152.9,509,0,0.14,0.04,"2,467.3",,,,,,,,,,,,,,99
2021-07-12,"45,784",67,37.0,10.1,855.3,509,0,0.14,0.04,"2,467.3",1.12%,"17,741",38.75%,33,38.22%,314,,13,,,"44,961",,,98
2021-07-13,"45,840",56,39.9,10.8,794.8,510,1,0.14,0.04,"2,472.1",1.12%,"17,760",38.74%,19,37.28%,350,36,13,,,"44,980",19,,97
2021-07-14,"45,877",37,37.7,10.3,840.7,510,0,0.14,0.04,"2,472.1",1.12%,"17,772",38.74%,12,34.09%,370,20,13,,,"44,997",17,,96
2021-07-15,"45,917",40,38.9,10.6,816.7,510,0,0.14,0.04,"2,472.1",1.12%,"17,782",38.73%,10,32.35%,392,22,10,,,"45,015",18,,95
2021-07-16,"45,977",60,42.7,11.6,743.7,510,0,0.14,0.04,"2,472.1",1.12%,"17,808",38.73%,26,33.44%,430,38,11,,,"45,037",22,,94
2021-07-17,"46,015",38,42.6,11.6,746.8,510,0,0.14,0.04,"2,472.1",,,,,,,,,,,,,,93
2021-07-18,"46,015",0,42.6,11.6,746.8,510,0,0.14,0.04,"2,472.1",,,,,,,,,,,,,,92
2021-07-19,"46,083",68,42.7,11.6,745.4,510,0,0.14,0.04,"2,472.1",1.12%,"17,835",38.70%,27,31.44%,485,,13,,,"45,088",,,91
2021-07-20,"46,153",70,44.7,12.2,713.0,510,0,0.00,0.00,,1.12%,"17,872",38.72%,37,35.78%,513,28,13,,,"45,130",42,,90
2021-07-21,"46,206",53,47.0,12.8,679.0,510,0,0.00,0.00,,1.12%,"17,920",38.78%,48,44.98%,527,14,12,,,"45,169",39,,89
2021-07-22,"46,271",65,50.6,13.7,631.8,510,0,0.00,0.00,,1.12%,"17,946",38.78%,26,46.33%,554,27,11,,,"45,207",38,,88
2021-07-23,"46,391",120,59.1,16.1,541.3,511,1,0.14,0.04,"2,477.0",1.12%,"17,971",38.74%,25,39.37%,629,75,12,,,"45,251",44,,87
2021-07-24,"46,441",50,60.9,16.5,526.5,511,0,0.14,0.04,"2,477.0",,,,,,,,,,,,,,86
2021-07-25,"46,506",65,70.1,19.1,457.1,511,0,0.14,0.04,"2,477.0",,,,,,,,,,,,,,85
2021-07-26,"46,600",94,73.9,20.1,434.9,511,0,0.14,0.04,"2,477.0",1.11%,"18,027",38.68%,56,37.14%,728,,13,,,"45,361",,,84
2021-07-27,"46,722",122,81.3,22.1,396.0,514,3,0.57,0.16,621.1,1.12%,"18,063",38.66%,36,33.57%,796,68,12,,,"45,412",51,,83
2021-07-28,"46,863",141,93.9,25.5,343.7,514,0,0.57,0.16,621.1,1.12%,"18,114",38.65%,51,29.53%,897,101,13,,,"45,452",40,,82
2021-07-29,"47,051",188,111.4,30.3,290.3,515,1,0.71,0.19,497.3,1.12%,"18,150",38.58%,36,26.15%,"1,023",126,11,,,"45,513",61,,81
2021-07-30,"47,185",134,113.4,30.8,285.9,515,0,0.57,0.16,622.3,1.12%,"18,189",38.55%,39,27.46%,"1,104",81,12,,,"45,566",53,,80
2021-07-31,"47,332",147,127.3,34.6,255.3,515,0,0.57,0.16,622.3,,,,,,,,,,,,,,79
2021-08-01,"47,420",88,130.6,35.5,249.3,515,0,0.57,0.16,622.3,,,,,,,,,,,,,,78
2021-08-02,"47,555",135,136.4,37.1,239.2,515,0,0.57,0.16,622.3,1.11%,"18,266",38.41%,77,25.03%,"1,349",,12,,,"45,691",,,77
2021-08-03,"47,711",156,141.3,38.4,231.6,516,1,0.29,0.08,"1,249.4",1.11%,"18,327",38.41%,61,26.69%,"1,419",70,12,,,"45,776",85,,76
2021-08-04,"47,956",245,156.1,42.5,210.5,519,3,0.71,0.19,501.2,1.12%,"18,390",38.35%,63,25.25%,"1,592",173,13,,,"45,845",69,,75
2021-08-05,"48,188",232,162.4,44.2,203.2,520,1,0.71,0.19,502.2,1.12%,"18,452",38.29%,62,26.56%,"1,757",165,13,,,"45,911",66,,74
2021-08-06,"48,394",206,172.7,47.0,191.8,520,0,0.71,0.19,502.2,1.12%,"18,499",38.23%,47,25.64%,"1,861",104,12,,,"46,013",102,,73
2021-08-07,"48,581",187,178.4,48.5,186.3,520,0,0.71,0.19,502.2,,,,,,,,,,,,,,72
2021-08-08,"48,678",97,179.7,48.9,185.3,520,0,0.71,0.19,502.2,,,,,,,,,,,,,,71
2021-08-09,"48,824",146,181.3,49.3,184.2,522,2,1.00,0.27,359.4,1.12%,"18,594",38.08%,95,25.85%,"2,032",,13,,,"46,270",,,70
2021-08-10,"49,140",316,204.1,55.5,164.4,525,3,1.29,0.35,280.6,1.12%,"18,696",38.05%,102,25.82%,"2,188",156,13,,,"46,427",157,,69
2021-08-11,"49,445",305,212.7,57.8,158.7,525,0,0.86,0.23,422.1,1.11%,"18,758",37.94%,62,24.71%,"2,329",141,13,,,"46,591",164,,68
2021-08-12,"49,711",266,217.6,59.2,155.9,526,1,0.86,0.23,422.9,1.11%,"18,814",37.85%,56,23.77%,"2,419",90,13,,,"46,766",175,,67
2021-08-13,"49,961",250,223.9,60.9,152.3,529,3,1.29,0.35,282.8,1.11%,"18,865",37.76%,51,23.36%,"2,493",74,12,,,"46,939",173,,66
2021-08-14,"50,156",195,225.0,61.2,152.1,529,0,1.29,0.35,282.8,,,,,,,,,,,,,,65
2021-08-15,"50,301",145,231.9,63.0,147.9,529,0,1.29,0.35,282.8,,,,,,,,,,,,,,64
2021-08-16,"50,510",209,240.9,65.5,142.9,533,4,1.57,0.43,232.7,1.11%,"18,937",37.49%,72,20.34%,"2,602",,13,,,"47,375",,,63
2021-08-17,"50,731",221,227.3,61.8,152.3,533,0,1.14,0.31,320.8,1.11%,"19,015",37.48%,78,20.05%,"2,597",-5,13,,,"47,601",226,,62
2021-08-18,"50,995",264,221.4,60.2,157.2,537,4,1.71,0.47,214.7,1.11%,"19,084",37.42%,69,21.03%,"2,666",69,13,,,"47,792",191,,61
2021-08-19,"51,293",298,226.0,61.4,154.9,539,2,1.86,0.50,198.7,1.11%,"19,158",37.35%,74,21.74%,"2,770",104,13,,,"47,984",192,,60
2021-08-20,"51,523",230,223.1,60.7,157.6,541,2,1.71,0.47,216.3,1.11%,"19,205",37.27%,47,21.77%,"2,790",20,12,,,"48,192",208,,59
2021-08-21,"51,774",251,231.1,62.8,152.8,541,0,1.71,0.47,216.3,,,,,,,,,,,,,,58
2021-08-22,"52,056",282,250.7,68.2,141.5,541,0,1.71,0.47,216.3,,,,,,,,,,,,,,57
2021-08-23,"52,313",257,257.6,70.0,138.3,543,2,1.43,0.39,261.0,1.10%,"19,350",36.99%,145,22.91%,"3,059",,13,,,"48,711",,,56
2021-08-24,"52,644",331,273.3,74.3,131.1,545,2,1.71,0.47,217.9,1.10%,"19,418",36.89%,68,21.07%,"3,107",48,13,,,"48,992",281,,55
2021-08-25,"52,919",275,274.9,74.7,131.0,546,1,1.29,0.35,291.9,1.10%,"19,470",36.79%,52,20.06%,"3,109",2,13,,,"49,264",272,,54
2021-08-26,"53,154",235,265.9,72.3,136.1,548,2,1.29,0.35,293.0,1.09%,"19,518",36.72%,48,19.34%,"3,089",-20,13,,,"49,517",253,,53
2021-08-27,"53,576",422,293.3,79.7,124.2,551,3,1.43,0.39,264.9,1.10%,"19,577",36.54%,59,18.12%,"3,260",171,12,,,"49,765",248,,52
2021-08-28,"53,826",250,293.1,79.7,124.8,551,0,1.43,0.39,264.9,,,,,,,,,,,,,,51
2021-08-29,"53,987",161,275.9,75.0,133.2,551,0,1.43,0.39,264.9,,,,,,,,,,,,,,50
2021-08-30,"54,357",370,292.0,79.4,126.6,554,3,1.57,0.43,241.9,1.09%,"19,698",36.24%,121,17.03%,"3,417",,13,,,"50,386",,,49
2021-08-31,"54,814",457,310.0,84.3,120.1,555,1,1.43,0.39,266.9,1.08%,"19,778",36.08%,80,16.59%,"3,564",147,13,,,"50,695",309,,48
2021-09-01,"55,040",226,303.0,82.4,123.5,557,2,1.57,0.43,243.3,1.08%,"19,850",36.06%,72,17.92%,"3,506",-58,12,,,"50,977",282,,47
2021-09-02,"55,275",235,303.0,82.4,124.0,561,4,1.86,0.50,206.9,1.08%,"19,892",35.99%,42,17.63%,"3,470",-36,12,,,"51,244",267,,46
2021-09-03,"55,571",296,285.0,77.5,132.7,565,4,2.00,0.54,193.4,1.08%,"19,941",35.88%,49,18.25%,"3,481",11,12,,,"51,525",281,,45
2021-09-04,"55,907",336,297.3,80.8,127.9,565,0,2.00,0.54,193.4,,,,,,,,,,,,,,44
2021-09-05,"56,090",183,300.4,81.7,127.0,565,0,2.00,0.54,193.4,,,,,,,,,,,,,,43
2021-09-06,"56,090",0,247.6,67.3,154.6,565,0,1.57,0.43,246.8,,,,,,,,,,,,,,42
2021-09-07,"56,642",552,261.1,71.0,147.9,567,2,1.71,0.47,226.8,1.06%,"20,110",35.50%,169,18.16%,"3,397",,12,,,"52,678",,,41
2021-09-08,"57,267",625,318.1,86.5,122.3,573,6,2.29,0.62,171.3,1.07%,"20,205",35.28%,95,15.94%,"3,607",210,12,,,"53,087",409,,40
2021-09-09,"57,531",264,322.3,87.6,121.3,574,1,1.86,0.50,211.8,1.06%,"20,252",35.20%,47,15.96%,"3,485",-122,11,,,"53,472",385,,39
2021-09-10,"57,877",346,329.4,89.6,119.3,578,4,1.86,0.50,213.3,1.06%,"20,287",35.05%,35,15.00%,"3,461",-24,11,,,"53,838",366,,38
2021-09-11,"58,260",383,336.1,91.4,117.7,578,0,1.86,0.50,213.3,,,,,,,,,,,,,,37
2021-09-12,"58,299",39,315.6,85.8,125.6,578,0,1.86,0.50,213.3,,,,,,,,,,,,,,36
2021-09-13,"58,652",353,366.0,99.5,108.6,583,5,2.57,0.70,154.7,1.06%,"20,409",34.80%,122,18.27%,"3,477",,12,,,"54,592",,,35
2021-09-14,"59,036",384,342.0,93.0,117.2,586,3,2.71,0.74,147.2,1.05%,"20,506",34.73%,97,16.54%,"3,391",-86,11,,,"55,059",467,,34
2021-09-15,"59,310",274,291.9,79.4,138.4,589,3,2.29,0.62,176.2,1.05%,"20,590",34.72%,84,18.84%,"3,293",-98,11,,,"55,428",369,,33
2021-09-16,"59,555",245,289.1,78.6,140.3,594,5,2.86,0.78,141.7,1.05%,"20,648",34.67%,58,19.57%,"3,153",-140,10,,,"55,808",380,,32
2021-09-17,"59,841",286,280.6,76.3,145.4,597,3,2.71,0.74,150.0,1.05%,"20,698",34.59%,50,20.93%,"3,097",-56,10,,,"56,147",339,,31
2021-09-18,"59,988",147,246.9,67.1,166.0,597,0,2.71,0.74,150.0,,,,,,,,,,,,,,30
2021-09-19,"60,144",156,263.6,71.7,155.7,597,0,2.71,0.74,150.0,,,,,,,,,,,,,,29
2021-09-20,"60,221",77,224.1,60.9,183.8,603,6,2.86,0.78,143.8,1.05%,"20,765",34.48%,67,22.69%,"2,846",,12,,,"56,772",,,28
2021-09-21,"60,404",183,195.4,53.1,211.8,608,5,3.14,0.85,131.7,1.06%,"20,825",34.48%,60,23.32%,"2,848",2,12,,,"56,948",176,,27
2021-09-22,"60,576",172,180.9,49.2,229.7,610,2,3.00,0.82,138.5,1.05%,"20,878",34.47%,53,22.75%,"2,642",-206,12,,,"57,324",376,,26
2021-09-23,"60,750",174,170.7,46.4,244.2,611,1,2.43,0.66,172.0,1.05%,"20,909",34.42%,31,21.84%,"2,499",-143,13,,,"57,640",316,,25
2021-09-24,"60,893",143,150.3,40.9,278.4,613,2,2.29,0.62,183.5,1.05%,"20,940",34.39%,31,23.00%,"2,319",-180,12,,,"57,961",321,,24
2021-09-25,"61,004",111,145.1,39.5,288.9,613,0,2.29,0.62,183.5,,,,,,,,,,,,,,23
2021-09-26,"61,075",71,133.0,36.2,315.9,613,0,2.29,0.62,183.5,,,,,,,,,,,,,,22
2021-09-27,"61,210",135,141.3,38.4,297.9,617,4,2.00,0.54,211.4,1.04%,"20,997",34.30%,57,23.46%,"2,087",,13,,,"58,506",,,21
2021-09-28,"61,327",117,131.9,35.8,320.0,621,4,1.86,0.50,229.3,1.05%,"21,018",34.27%,21,20.91%,"1,913",-174,13,,,"58,793",287,,20
2021-09-29,"61,473",146,128.1,34.8,330.1,623,2,1.86,0.50,230.1,1.04%,"21,049",34.24%,31,19.06%,"1,798",-115,13,,,"59,052",259,,19
2021-09-30,"61,594",121,120.6,32.8,351.7,626,3,2.14,0.58,200.1,1.05%,"21,068",34.20%,19,18.84%,"1,736",-62,13,,,"59,232",180,,18
2021-10-01,"61,733",139,120.0,32.6,354.2,626,0,1.86,0.50,231.2,1.04%,"21,082",34.15%,14,16.90%,"1,679",-57,13,,,"59,428",196,,17
2021-10-02,"61,832",99,118.3,32.2,359.9,626,0,1.86,0.50,231.2,,,,,,,,,,,,,,16
2021-10-03,"61,894",62,117.0,31.8,364.2,626,0,1.86,0.50,231.2,,,,,,,,,,,,,,15
2021-10-04,"61,994",100,112.0,30.5,381.2,627,1,1.43,0.39,301.8,1.04%,"21,141",34.10%,59,18.37%,"1,571",,13,,,"59,796",,,14
2021-10-05,"62,152",158,117.9,32.0,363.1,629,2,1.14,0.31,379.1,1.04%,"21,194",34.10%,53,21.33%,"1,533",-38,13,,,"59,990",194,,13
2021-10-06,"62,276",124,114.7,31.2,373.9,629,0,0.86,0.23,506.2,1.03%,"21,237",34.10%,43,23.41%,"1,491",-42,13,,,"60,156",166,,12
2021-10-07,"62,393",117,114.1,31.0,376.5,630,1,0.57,0.16,761.8,1.03%,"21,282",34.11%,45,26.78%,"1,460",-31,13,,,"60,303",147,,11
2021-10-08,"62,500",107,109.6,29.8,392.9,631,1,0.71,0.19,609.9,1.03%,"21,296",34.07%,14,27.90%,"1,442",-18,13,,,"60,427",124,,10
2021-10-09,"62,577",77,106.4,28.9,405.1,631,0,0.71,0.19,609.9,,,,,,,,,,,,,,9
2021-10-10,"62,652",75,108.3,29.4,398.6,631,0,0.71,0.19,609.9,,,,,,,,,,,,,,8
2021-10-11,"62,738",86,106.3,28.9,406.7,633,2,0.86,0.23,509.5,1.03%,"21,336",34.01%,40,26.21%,"1,395",,13,,,"60,710",,,7
2021-10-12,"62,872",134,102.9,28.0,421.3,635,2,0.86,0.23,511.1,1.03%,"21,365",33.98%,29,23.75%,"1,367",-28,13,,,"60,870",160,,6
2021-10-13,"62,975",103,99.9,27.1,434.7,637,2,1.14,0.31,383.9,1.03%,"21,393",33.97%,28,22.32%,"1,343",-24,13,,,"60,995",125,,5
2021-10-14,"63,084",109,98.7,26.8,440.5,637,0,1.00,0.27,439.1,1.03%,"21,405",33.93%,12,17.80%,"1,327",-16,13,,,"61,120",125,,4
2021-10-15,"63,193",109,99.0,26.9,440.0,638,1,1.00,0.27,439.8,1.03%,"21,430",33.91%,25,19.34%,"1,350",23,13,,,"61,205",85,,3
2021-10-16,"63,258",65,97.3,26.5,448.3,638,0,1.00,0.27,439.8,,,,,,,,,,,,,,2
2021-10-17,"63,295",37,91.9,25.0,475.2,638,0,1.00,0.27,439.8,,,,,,,,,,,,,,1
2021-10-18,"63,358",63,88.6,24.1,493.4,642,4,1.29,0.35,343.7,1.03%,"21,474",33.89%,44,22.26%,"1,213",,14,,,"61,503",,,0